Company,Year,Quarter,Sentence,Sentiment,Score,Topic 1,Topic 2,Keyword
Tyson Foods,2017,Q2,"in sales dollars, total Tyson and Core 9 were both up around 4% .",neutral,0.9936513304710388,Null,Null,sales dollars Tyson Core %
Tyson Foods,2017,Q2,"tyson foods' first chief sustainability officer, Justin Whitmore, joined the company on may 1 .",positive,0.989584743976593,Sustainability,Null,tyson foods company Justin Whitmore chief sustainability officer
Tyson Foods,2017,Q2,the company is expanding its efforts to create a better workplace for team members .,neutral,0.9942027926445007,Null,Null,company efforts create members workplace for team
Tyson Foods,2017,Q2,we delivered record EPS and operating income for the first half of fiscal '17 .,neutral,0.990856409072876,Null,Null,record EPS operating income half '17
Tyson Foods,2017,Q2,total company adjusted return on sales was a record 8.8% for the first half of the year .,neutral,0.8533949851989746,Null,Null,return % half year total company company adjusted sales was a record
Tyson Foods,2017,Q2,repurchased 10.2 million shares for $653 million .,positive,0.988953709602356,Null,Null,shares
Tyson Foods,2017,Q2,net debt to adjusted EBITDA for the past 12 months was 1.7x .,positive,0.9940052628517151,Null,Null,EBITDA past net debt months was
Tyson Foods,2017,Q2,we expect to record a net gain as a result of the sale and use the proceeds to delever following the AdvancePierre acquisition .,neutral,0.968781590461731,Acquisition,Null,record result sale use proceeds delever AdvancePierre acquisition net gain
Tyson Foods,2017,Q2,"we expect revenues of around $37 billion as we grow volume across each segment, offset by the impact of lower beef prices .",neutral,0.951802134513855,Pricing,Null,revenues grow volume segment offset impact beef prices
Tyson Foods,2017,Q2,the prepared foods profit was lighter than we had expected .,neutral,0.9936698079109192,Null,Null,prepared foods profit was was lighter
Tyson Foods,2017,Q2,the retail business continues to do very well .,neutral,0.9930025935173035,Null,Null,retail business
Tyson Foods,2017,Q2,"in '18, we believe it will be back within the range of the Prepared Foods .",positive,0.9690975546836853,Null,Null,'18 range Prepared Foods
Tyson Foods,2017,Q2,prepared beef looks to be good next year as it is this year .,neutral,0.9797182083129883,Null,Null,prepared beef looks good next year
Tyson Foods,2017,Q2,"Pork, chicken will benefit from the move to NAE .",positive,0.7231663465499878,Null,Null,Pork chicken benefit move NAE
Tyson Foods,2017,Q2,"TYSON FOODS, INC. is moving towards organic in July .",positive,0.982286274433136,Null,Null,TYSON FOODS INC. towards July
Tyson Foods,2017,Q2,the profit in the chicken segment was down $114 million year-on-year .,negative,0.9918465614318848,Null,Null,profit chicken segment was
Tyson Foods,2017,Q2,the fires put us in a situation where we felt like we had a great quarter running .,positive,0.9717769622802734,Null,Null,situation felt fires put great quarter
Tyson Foods,2017,Q2,"we expect our value-added to continue to grow, both frozen and fresh .",neutral,0.991543173789978,Null,Null,continue grow frozen
Tyson Foods,2017,Q2,investors could have imagined Tyson doing that acquisition a year ago .,positive,0.9926406741142273,Acquisition,Null,investors Tyson acquisition year
Tyson Foods,2017,Q2,"""it's about growth continually,"" says Thomas P. Hayes former president, CEO & director .",positive,0.8294419050216675,Null,Null,growth CEO director Thomas P. P. Hayes former president
Tyson Foods,2017,Q2,he says he's not sure if AdvancePierre is still evidence of a new strategy .,positive,0.9943411350250244,Null,Null,sure AdvancePierre evidence new strategy
Tyson Foods,2017,Q2,"""we're really looking forward to having them join the team,"" says goldman .",neutral,0.6447972059249878,Null,Null,join team goldman
Tyson Foods,2017,Q2,"interest expense guidance includes it, but we're not sure when it closes, he says .",positive,0.9932898879051208,Null,Null,sure closes interest expense guidance
Tyson Foods,2017,Q2,goldman: merger and integration costs will be separate out .,positive,0.9934626817703247,Acquisition,Null,goldman merger integration costs
Tyson Foods,2017,Q2,"TYSON FOODS, INC. is going 100% antibiotic-free in chicken .",positive,0.9866054654121399,Null,Null,TYSON FOODS INC. % chicken
Tyson Foods,2017,Q2,some of your peers have talked about maybe some margin struggles initially .,positive,0.8129068613052368,Null,Null,peers margin struggles
Tyson Foods,2017,Q2,sure: we feel great about our cost structure and great that we're going to be NAE .,neutral,0.9558545351028442,Null,Null,sure feel cost structure NAE
Tyson Foods,2017,Q2,"""there was a lot of reinvestment on the Hillshire acquisition,"" says Dennis Leatherby .",positive,0.7531017661094666,Acquisition,Null,Hillshire acquisition Dennis Leatherby lot of reinvestment
Tyson Foods,2017,Q2,"""we don't anticipate the same for AdvancePierre,"" he says .",positive,0.9900028705596924,Null,Null,anticipate AdvancePierre
Tyson Foods,2017,Q2,"AdvancePierre's ""revenue synergies will come with time,"" says Thomas P. Hayes .",neutral,0.8972122669219971,Null,Null,AdvancePierre revenue synergies time Thomas P. P. Hayes
Tyson Foods,2017,Q2,the second half of '17 looks to be within that range .,positive,0.992045521736145,Null,Null,'17 looks range second half
Tyson Foods,2017,Q2,the team has done an amazing job of putting us back in the right footing .,neutral,0.9907693266868591,Null,Null,team job right footing
Tyson Foods,2017,Q2,"if we look at beef prices during the quarter, they were up less than live cattle costs .",neutral,0.9871718287467957,Pricing,Null,prices quarter look at beef live cattle costs
Tyson Foods,2017,Q2,the demand for U.S. pork continues to be extremely strong .,neutral,0.9938284754753113,Null,Null,demand U.S. pork
Tyson Foods,2017,Q2,we'll manage our business the best that we can for Tyson .,positive,0.9211992621421814,Null,Null,manage business Tyson
Tyson Foods,2017,Q2,'17 continues to look strong for us .,neutral,0.986645519733429,Null,Null,'17 look
Tyson Foods,2017,Q2,"'18 is looking to be very strong, above the normalized range.",neutral,0.9506428837776184,Null,Null,'18 normalized range
Tyson Foods,2017,Q2,"not as good as '17, but above normalized .",positive,0.6285996437072754,Null,Null,'17
Tyson Foods,2017,Q2,"chicken segment margins have trended down somewhat over the last 1 year, 1.5 years .",negative,0.993423342704773,Null,Null,chicken segment margins year years
Tyson Foods,2017,Q2,does this have any impact potentially on the long-term growth prospects for this segment?,positive,0.9909027218818665,Null,Null,impact segment long-term growth prospects
Tyson Foods,2017,Q2,the 100% NAE on the Tyson retail brand will be up and running by next month .,positive,0.596173882484436,Null,Null,% NAE Tyson retail brand next month
Tyson Foods,2017,Q2,"we continue to be very focused on conversion of dark meat into, what I call, first-run products .",positive,0.9826457500457764,Null,Null,continue call first-run products conversion of dark meat
Tyson Foods,2017,Q2,"former president, CEO & director TYSON FOODS, INC. says storms have had an impact on packer margins .",negative,0.9869921207427979,Null,Null,CEO director TYSON FOODS INC. storms margins former president impact on packer
Tyson Foods,2017,Q2,he says there were thousands of cattle lost in the storm .,negative,0.9609770774841309,Null,Null,storm were thousands cattle lost
Tyson Foods,2017,Q2,"""we feel like we're going to be in a fine position going forward,"" says former president .",neutral,0.983031153678894,Null,Null,feel fine position former president
Tyson Foods,2017,Q2,prepared foods will be accretive to its prepared foods margin in fiscal '18 .,neutral,0.9596495628356934,Null,Null,margin '18 prepared foods prepared foods
Tyson Foods,2017,Q2,it's going to put us in a position to look again at what our normalized range is .,positive,0.9790290594100952,Null,Null,put position look normalized range
Tyson Foods,2017,Q2,"but more so, just continue to come back to growth .",neutral,0.5132827162742615,Null,Null,continue growth
Tyson Foods,2017,Q2,"""we want to have affordable food, and we want it to be growing,"" he says .",neutral,0.6045573353767395,Null,Null,want want affordable food
Tyson Foods,2017,Q2,"""as we get through the integration process, we're going to find that AdvancePierre is going to make Tyson better"" ""it's too soon to close -- disclose the exact size of that,"" says former president .",positive,0.8167991638183594,Null,Null,integration process AdvancePierre Tyson exact size former president
Tyson Foods,2017,Q2,"TYSON FOODS, INC. is in a position of great confidence to improve the margin structure .",neutral,0.9916799664497375,Null,Null,TYSON FOODS INC. margin structure position of great confidence
Tyson Foods,2017,Q2,"80% of that was more or less a onetime event, so call it $50 million or so .",positive,0.9951286315917969,Null,Null,% call onetime event
Tyson Foods,2017,Q2,chicken's margin's going to be indicative of where we are planning to grow .,neutral,0.8009859323501587,Null,Null,chicken margin planning grow
Tyson Foods,2017,Q2,chicken is off to a very strong start in chicken for q3.,neutral,0.9886647462844849,Null,Null,strong start start in chicken chicken for q3
Tyson Foods,2017,Q2,may is traditionally the start of the grilling season.,positive,0.9928950667381287,Null,Null,start season
Tyson Foods,2017,Q2,margins tend to follow that.,positive,0.9916028380393982,Null,Null,margins tend
Tyson Foods,2017,Q2,Inventories are in a good position.,neutral,0.9814831614494324,Distribution,Supply Chain,Inventories good position
Tyson Foods,2017,Q2,"Thomas P. Hayes is former president, CEO & director of prepared and chicken .",positive,0.9930641055107117,Null,Null,CEO director chicken Thomas P. P. Hayes former president
Tyson Foods,2017,Q2,his estimate is somewhere in the 10% to 15% range over the next 1.5 years .,positive,0.9941655397415161,Null,Null,estimate % % range years
Tyson Foods,2017,Q2,"""they have a very seasonal business as it relates to schools""",positive,0.9952404499053955,Null,Null,relates schools seasonal business
Tyson Foods,2017,Q2,"the segment, the Pork segment, will still be above its normalized range for '18 .",neutral,0.9911428689956665,Null,Null,segment Pork segment normalized range range for '18
Tyson Foods,2017,Q2,"export demand remains very strong, and that should benefit us .",neutral,0.9904484152793884,Null,Null,export demand remains benefit
Tyson Foods,2017,Q2,"TYSON FOODS, INC. is a preferred pork supplier to the Pacific Rim markets .",positive,0.9924208521842957,Supply Chain,Null,TYSON FOODS INC. pork supplier markets Pacific Rim
Tyson Foods,2017,Q2,we wrap up an excellent first half at Tyson .,neutral,0.9825855493545532,Null,Null,wrap excellent half Tyson
Tyson Foods,2017,Q2,we feel the second half is off to a solid start .,neutral,0.9848936200141907,Null,Null,feel second half solid start
Tyson Foods,2017,Q2,"""we're really looking forward to this acquisition,"" says Tom Hayes .",neutral,0.9712914228439331,Acquisition,Null,acquisition Tom Hayes
Tyson Foods,2017,Q2,a replay of today's call will be available on Tyson's website approximately 1 hour after the conclusion of this call .,positive,0.9939278364181519,Null,Null,call Tyson website hour conclusion call replay of today
Tyson Foods,2017,Q2,"the replay is the property of Tyson Foods, and any redistribution, retransmission or rebroadcast of the call is strictly prohibited .",positive,0.9948063492774963,Null,Null,replay property redistribution retransmission rebroadcast call Tyson Foods
Tyson Foods,2018,Q2,"despite challenges, we delivered solid second quarter results in all 4 segments .",neutral,0.9932485818862915,Null,Null,challenges segments solid second quarter second quarter results
Tyson Foods,2018,Q2,we expect to reach our annual adjusted earnings guidance of between $6.55 and $6.70 a share .,neutral,0.9752284288406372,Null,Null,reach earnings guidance share
Tyson Foods,2018,Q2,increase in freight costs affected all four segments and had a net impact of about $0.14 per share for the quarter .,negative,0.8184114098548889,Distribution,Null,segments share quarter costs affected net impact increase in freight
Tyson Foods,2018,Q2,the gap on cost recovery is estimated to be $155 million or about $0.31 in EPS .,negative,0.5327930450439453,Null,Null,recovery EPS gap on cost
Tyson Foods,2018,Q2,revenue increased 5.6% as domestic and international demand for beef remained strong .,neutral,0.9945421814918518,Null,Null,% revenue increased international demand beef remained demand for beef
Tyson Foods,2018,Q2,our open prairie natural line of Angus beef grew volume 26% compared to second quarter last year .,neutral,0.9940834641456604,Null,Null,Angus % open prairie beef grew grew volume second quarter last year prairie natural line
Tyson Foods,2018,Q2,"TYSON FOODS, INC. expects favorable operating environment in beef to continue into 2020 .",neutral,0.9923713207244873,Null,Null,TYSON FOODS INC. continue favorable operating environment environment in beef
Tyson Foods,2018,Q2,Pork segment operating income of $79 million generated in second quarter with a 6.2% margin .,positive,0.9866286516189575,Null,Null,Pork segment operating income % margin second quarter
Tyson Foods,2018,Q2,a significant amount of new production capacity that has pressured margins .,negative,0.9935645461082458,Innovation,Null,margins significant amount amount of new production capacity
Tyson Foods,2018,Q2,demand for our chicken was so strong that it created supply inefficiencies .,negative,0.711759090423584,Supply Chain,Null,demand supply inefficiencies chicken was
Tyson Foods,2018,Q2,"despite the challenges, our chicken segment operating income was up nearly 15% year-to-date .",neutral,0.9945117235183716,Null,Null,challenges chicken segment operating % year-to-date income was
Tyson Foods,2018,Q2,prepared foods is on track to deliver an operating margin of around 11% for the year .,neutral,0.9838415384292603,Null,Null,track deliver operating margin % year prepared foods
Tyson Foods,2018,Q2,"Tyson's core 9 retail product lines continue to grow, albeit at a slower pace .",neutral,0.9896559715270996,Null,Null,Tyson core continue grow albeit pace retail product lines
Tyson Foods,2018,Q2,the Jimmy Dean brand continues to drive significant growth .,neutral,0.992478609085083,Null,Null,brand drive Jimmy Dean significant growth
Tyson Foods,2018,Q2,we're bringing innovation to a retail category that hasn't seen it in years .,neutral,0.8804716467857361,Innovation,Null,innovation years retail category
Tyson Foods,2018,Q2,the company delivered record adjusted operating income and adjusted EPS for the first half of fiscal '18 .,neutral,0.9910338521003723,Null,Null,operating income EPS half '18 company delivered record adjusted
Tyson Foods,2018,Q2,"our diversified portfolio of protein brands and ongoing investments continue to provide strong, stable growth .",neutral,0.9933098554611206,Investment,Null,brands investments continue provide diversified portfolio stable growth portfolio of protein
Tyson Foods,2018,Q2,interest expense was $170 million during the first 6 months .,positive,0.9956972599029541,Null,Null,interest months expense was
Tyson Foods,2018,Q2,we expect approximately $300 million of incremental cash flow in fiscal '18 as a result of tax reform .,neutral,0.9688240885734558,Null,Null,'18 reform incremental cash flow result of tax
Tyson Foods,2018,Q2,"in the second quarter, we invested $109 million in onetime bonuses for our frontline team members .",positive,0.6219303011894226,Investment,Null,frontline team members second quarter onetime bonuses
Tyson Foods,2018,Q2,"TYSON FOODS, INC. is reaffirming its adjusted EPS guidance of $6.55 to $6.70 .",positive,0.9869391918182373,Null,Null,TYSON FOODS INC. EPS guidance
Tyson Foods,2018,Q2,we will continue to pull all levers to mitigate these costs and pursue recovery through pricing .,neutral,0.7272317409515381,Pricing,Null,continue pull levers mitigate costs pursue recovery through pricing
Tyson Foods,2018,Q2,"operator, we're ready to begin the Q&A.",positive,0.9322904944419861,Null,Null,operator begin Q
Tyson Foods,2018,Q2,"we knew it was going to be a drag in this quarter, and then it got worse .",negative,0.9726943969726562,Null,Null,knew drag quarter
Tyson Foods,2018,Q2,nobody likes taking the cost increases .,positive,0.9892346858978271,Null,Null,nobody likes cost increases
Tyson Foods,2018,Q2,we're simultaneously pulling the lever of pricing as well as all the cost-reduction levers .,positive,0.9539791941642761,Pricing,Null,cost-reduction levers lever of pricing
Tyson Foods,2018,Q2,"if we meet our expectation, it's going to be a fantastic year for chicken .",neutral,0.9442888498306274,Null,Null,meet expectation fantastic year year for chicken
Tyson Foods,2018,Q2,"we're also growing volumes, so EBIT year-over-year should improve .",neutral,0.9942155480384827,Null,Null,volumes EBIT
Tyson Foods,2018,Q2,"""we feel really good about our delivery in Chicken so far this year""",neutral,0.9931220412254333,Null,Null,feel delivery Chicken year
Tyson Foods,2018,Q2,the back half looks much stronger .,neutral,0.9559037685394287,Null,Null,half looks
Tyson Foods,2018,Q2,the team is doing an excellent job .,neutral,0.9886258244514465,Null,Null,team excellent job
Tyson Foods,2018,Q2,it seems more of the pressure is on the fresh and the live side .,positive,0.9789550304412842,Null,Null,pressure live side
Tyson Foods,2018,Q2,"TYSON FOODS, INC. has a great further process business, cut and par fried .",positive,0.9937823414802551,Null,Null,TYSON FOODS INC. cut par fried great further process business
Tyson Foods,2018,Q2,it's going to be serving both parts of the market .,positive,0.9502931237220764,Null,Null,parts market
Tyson Foods,2018,Q2,"if we deliver a 10% margin, the rates that we are continually driving are stable .",neutral,0.9531241655349731,Null,Null,deliver % margin rates
Tyson Foods,2018,Q2,"Currently, Tyson's stock is trading at about 5-year lows, largely because there's questions about your ability to grow earnings for next year .",negative,0.9527248740196228,Null,Null,Tyson stock trading questions ability 5-year lows grow earnings next year
Tyson Foods,2018,Q2,"""we want to continue to have the best margins while we're continuing to grow the business,"" says Thomas P. Hayes .",neutral,0.9427226185798645,Null,Null,want continue margins grow business Thomas P. P. Hayes
Tyson Foods,2018,Q2,prepared foods and chicken will benefit from a higher value-added mix for sure .,neutral,0.8037919998168945,Null,Null,chicken benefit sure prepared foods value-added mix
Tyson Foods,2018,Q2,"we expect a strong back half, which will certainly give us momentum .",neutral,0.9905239939689636,Null,Null,half momentum
Tyson Foods,2018,Q2,"any M&A benefit will be incremental to that, so we feel great about where we're positioned .",neutral,0.9643187522888184,Acquisition,Null,M benefit incremental feel
Tyson Foods,2018,Q2,we expect share repurchase to happen in the second half of next year .,positive,0.9908373355865479,Null,Null,second half expect share repurchase half of next year
Tyson Foods,2018,Q2,we expect some decline in egg set productivity with a bit of this trade-off .,negative,0.9896025061607361,Null,Null,set productivity bit trade-off decline in egg
Tyson Foods,2018,Q2,but the decline in hatchability has been more than expected .,negative,0.9918820261955261,Null,Null,decline in hatchability
Tyson Foods,2018,Q2,"if we just point to USDA reports, it sounds like the whole industry is seeing the same thing .",positive,0.9893604516983032,Food Safety,Null,point USDA reports sounds whole industry same thing
Tyson Foods,2018,Q2,"this was the lowest margin, both per head and percent, since Q2 of '13 .",negative,0.9907207489013672,Null,Null,margin head percent Q2 '13
Tyson Foods,2018,Q2,we haven't modified our approach or anything like that .,positive,0.9931038022041321,Null,Null,approach anything
Tyson Foods,2018,Q2,but we're seeing the market equilibrating to what will be sort of the new normal .,positive,0.9483364820480347,Null,Null,market sort
Tyson Foods,2018,Q2,we're not having trouble getting hogs.,positive,0.9784196615219116,Null,Null,trouble hogs
Tyson Foods,2018,Q2,We're seeing more hog supply coming .,neutral,0.9042258262634277,Supply Chain,Null,hog supply
Tyson Foods,2018,Q2,"heading into '19, we feel really good about the supplies that we anticipate coming into the market in the fall .",neutral,0.989793062210083,Supply Chain,Null,'19 feel supplies anticipate market fall
Tyson Foods,2018,Q2,"if costs stayed the same, you should expect that it would be overcome .",neutral,0.8566077351570129,Null,Null,overcome costs stayed
Tyson Foods,2018,Q2,there are some by-products that get exported to china in the pork complex .,positive,0.9943053126335144,Null,Null,by-products china pork get exported
Tyson Foods,2018,Q2,have you seen those types of exports get cut off?,negative,0.9522005915641785,Null,Null,types exports cut
Tyson Foods,2018,Q2,"TYSON FOODS, INC. sells less than 0.5% in total sales to China on pork .",positive,0.5879510045051575,Divestiture,Null,TYSON FOODS INC. % China pork total sales
Tyson Foods,2018,Q2,the big thing with tariffs is what happens to other companies and then the cost of the supply goes down .,positive,0.9882073998451233,Supply Chain,Null,tariffs happens cost supply big thing other companies
Tyson Foods,2018,Q2,"""we have been spending quite a bit of money on automation and robotics,"" says Thomas P. Hayes .",positive,0.9010075926780701,Null,Null,spending robotics Thomas P. P. Hayes bit of money money on automation
Tyson Foods,2018,Q2,"former president, CEO & director Thomas P. Hayes says margin accretive over time .",positive,0.966601550579071,Null,Null,CEO director margin former president Thomas P. P. Hayes accretive over time
Tyson Foods,2018,Q2,"""we have everything in place that we wanted to have in place,"" he says .",positive,0.9877320528030396,Null,Null,everything in place
Tyson Foods,2018,Q2,"the pepperoni plant is on track for '19, he adds .",positive,0.909152090549469,Null,Null,pepperoni plant track for '19
Tyson Foods,2018,Q2,"barclays is big on exports, and volume growth was very strong .",neutral,0.9940167665481567,Null,Null,barclays exports volume growth was
Tyson Foods,2018,Q2,could you quantify if you've seen a little bit of a headwind by just product that's not being able to ship to China?,negative,0.6935122609138489,Distribution,Null,headwind product ship China little bit
Tyson Foods,2018,Q2,and then a follow-up question on trade?,positive,0.9929454922676086,Null,Null,follow-up question question on trade
Tyson Foods,2018,Q2,"if the EU opened up for chicken and other products, that'd be ringing the bell .",positive,0.9874157309532166,Null,Null,chicken bell EU opened other products
Tyson Foods,2018,Q2,we would love to ship more chicken to the EU for sure .,positive,0.9190012216567993,Distribution,Null,love ship chicken EU sure
Tyson Foods,2018,Q2,the next question will come from Akshay Jagdale of Jefferies .,positive,0.9949014186859131,Null,Null,Jefferies next question Akshay Jagdale
Tyson Foods,2018,Q2,"Thomas P. Hayes former president, CEO & director .",positive,0.9933710098266602,Null,Null,CEO director Thomas P. P. Hayes former president
Tyson Foods,2018,Q2,he says most of change in guidance is transitory versus something competitive .,positive,0.9936419129371643,Null,Null,change in guidance transitory versus something
Tyson Foods,2018,Q2,"""it sounds like you're pretty well on the mark,"" he said .",neutral,0.9811522960662842,Null,Null,sounds mark
Tyson Foods,2018,Q2,"if soya backs up in the u.s., we could be in a situation where the costs are very low .",positive,0.9132385849952698,Null,Null,soya backs u.s. situation costs
Tyson Foods,2018,Q2,"but based on our current projections, that's what we see .",positive,0.9947170615196228,Null,Null,current projections
Tyson Foods,2018,Q2,"if we look at some of the challenges in Q2 and then look at the back half of the year, those things will diminish .",positive,0.9760921597480774,Null,Null,look challenges Q2 look half year things diminish
Tyson Foods,2018,Q2,"normalized earnings ranges are not a good reflection of our business, says tyson foods, Inc. ""we're going to grow off of the base that we have,"" says the company's VP & CFO .",negative,0.9006971716880798,Null,Null,ranges business tyson foods Inc. grow base company VP CFO normalized earnings good reflection
Tyson Foods,2018,Q2,a number of the pressures that we felt in the first half of the year will be with us in the back half .,positive,0.9880032539367676,Null,Null,number pressures felt half year half
Tyson Foods,2018,Q2,"with the kind of $155 million that Tom called out, that will push us to the lower end of the EPS guidance range.",positive,0.9275701642036438,Null,Null,kind Tom push end EPS guidance range
Tyson Foods,2018,Q2,individually frozen chicken is not a particularly exciting product .,positive,0.993351936340332,Null,Null,frozen chicken product
Tyson Foods,2018,Q2,"TYSON FOODS, Inc. is trying to reinvent and disrupt that category .",positive,0.9908945560455322,Null,Null,TYSON FOODS Inc. reinvent disrupt category
Tyson Foods,2018,Q2,"analyst: ""it's not easy as customers want to maintain their costs""",positive,0.9905686974525452,Null,Null,analyst customers want maintain costs
Tyson Foods,2018,Q2,"tyson is trying to do everything we can to lean out its system, making sure that trucks are full .",positive,0.9412993788719177,Distribution,Null,tyson everything lean system sure trucks
Tyson Foods,2018,Q2,"""it's not like you're the lone ranger on that front,"" says t.p.hayes .",positive,0.9914305806159973,Null,Null,lone ranger front t.p.hayes
Tyson Foods,2018,Q2,"if a price increase is as high as 2%, it's probably not that high .",positive,0.789202868938446,Pricing,Null,price increase %
Tyson Foods,2018,Q2,"if we have more costs going in and the price goes up, that's certainly going to be affected .",positive,0.9457333087921143,Pricing,Null,costs price
Tyson Foods,2018,Q2,"but as you're talking about maybe units or volume, it should be flat .",positive,0.9953624606132507,Null,Null,units volume
Tyson Foods,2018,Q2,"if competitors don't pass costs on, then their margins are going to take a hit .",negative,0.9614273905754089,Null,Null,competitors pass costs margins hit
Tyson Foods,2018,Q2,"TYSON FOODS, INC. had to stop production, close plants several times in quarter .",negative,0.9884846806526184,Null,Null,TYSON FOODS INC. stop production quarter close plants several times
Tyson Foods,2018,Q2,"based on public data, you can take some calculation of what you think that looks like .",positive,0.9925320744514465,Null,Null,calculation think looks public data
Tyson Foods,2018,Q2,we're giving you guidance for the back half of the year .,positive,0.9800011515617371,Null,Null,guidance half year
Tyson Foods,2018,Q2,"we believe we'll be past freight, and that's what we're most excited about .",positive,0.6127747893333435,Distribution,Null,past freight
Tyson Foods,2018,Q2,inefficiencies as we ran our chicken business really hard this second quarter .,positive,0.5757225155830383,Null,Null,inefficiencies ran chicken business second quarter
Tyson Foods,2018,Q2,is it 100 basis points of reduction in chicken margins?,negative,0.804957389831543,Null,Null,margins reduction in chicken basis points of reduction
Tyson Foods,2018,Q2,"""we're in good shape because we have a good financial outlook.",neutral,0.9604266285896301,Null,Null,good shape good financial outlook
Tyson Foods,2018,Q2,"our stock is probably undervalued,"" says tyson foods, inc. ""i don't know if there was some sort of framework that we could kind of use for 2019 and 2020,"" thayes says .",positive,0.9858633875846863,Null,Null,stock tyson foods inc. i thayes sort of framework kind of use
Tyson Foods,2018,Q2,"""as we get closer to '19, we get more specific on the segment margins""",positive,0.9920697212219238,Null,Null,closer '19 segment margins
Tyson Foods,2018,Q2,"operator ladies and gentlemen, the conference has concluded .",positive,0.9268060922622681,Null,Null,operator ladies gentlemen conference
Tyson Foods,2018,Q2,we're encouraged by the performance halfway through our fiscal year .,neutral,0.9773722290992737,Null,Null,performance halfway fiscal year
Tyson Foods,2018,Q2,you may now disconnect your lines .,positive,0.9756012558937073,Null,Null,disconnect lines
Tyson Foods,2019,Q2,"noel white, president and chief executive officer; and Stewart Glendinning, chief financial officer .",positive,0.995139479637146,Null,Null,noel president Stewart Glendinning chief executive officer chief financial officer
Tyson Foods,2019,Q2,"""our earnings of $1.20 per share and a 6.3% operating margin demonstrate the strength of our diversified business model"" ""as we move forward with the integration of Keystone Foods,"" says white .",neutral,0.9898675680160522,Null,Null,earnings share % operating margin demonstrate strength move integration Keystone Foods diversified business model
Tyson Foods,2019,Q2,"TYSON FOODS, INC. is leveraging the international operation and the team's expertise .",positive,0.6706174612045288,Null,Null,TYSON FOODS INC. team expertise international operation
Tyson Foods,2019,Q2,the acquisition of BRF's Thai and European poultry operations is expected to close in fiscal third quarter .,positive,0.8997130990028381,Acquisition,Null,acquisition BRF Thai European poultry operations fiscal third quarter
Tyson Foods,2019,Q2,prepared foods continued to perform very well with the $249 million in operating income and 12.3% return on sales .,neutral,0.9927379488945007,Null,Null,perform operating income % return sales prepared foods foods continued
Tyson Foods,2019,Q2,the quality of cattle has improved with record choice and certified Angus rating .,neutral,0.9944090247154236,Null,Null,quality cattle record choice Angus rating
Tyson Foods,2019,Q2,we'll be using DNA technology to trace beef back to individual animal of origin .,positive,0.993239164352417,Null,Null,DNA technology trace beef individual animal animal of origin
Tyson Foods,2019,Q2,global demand for high-quality beef continues to be strong .,neutral,0.9943156838417053,Null,Null,beef global demand demand for high-quality
Tyson Foods,2019,Q2,second quarter EPS of $1.20 was down 6% compared to Q2 2018 .,negative,0.994434654712677,Null,Null,EPS % Q2 second quarter
Tyson Foods,2019,Q2,"volume was up 11.6%, and average price was down 4.8% .",neutral,0.7708408832550049,Pricing,Null,% % volume was average price price was
Tyson Foods,2019,Q2,total return on sales was 6.3% for the quarter .,positive,0.853158175945282,Null,Null,% quarter total return sales was
Tyson Foods,2019,Q2,we expect sales to grow to approximately $43 billion with the addition of Keystone .,neutral,0.9945958256721497,Null,Null,sales grow addition Keystone
Tyson Foods,2019,Q2,"we'll update our outlook for 2019, which includes keystone but doesn't yet include the BRF operations .",positive,0.9919844269752502,Null,Null,update outlook keystone include BRF operations
Tyson Foods,2019,Q2,african swine fever has the potential to change global protein production and consumption patterns .,positive,0.6678763031959534,Null,Null,change consumption patterns african swine fever global protein production
Tyson Foods,2019,Q2,there is no company better positioned than Tyson Foods to handle what lies ahead .,positive,0.9353635907173157,Null,Null,company handle lies Tyson Foods
Tyson Foods,2019,Q2,a decrease in pork supply could put pressure on our Prepared Foods business .,negative,0.9907252192497253,Supply Chain,Null,supply put pressure business Prepared Foods decrease in pork
Tyson Foods,2019,Q2,hog prices have risen faster than what product prices has .,neutral,0.9890334606170654,Pricing,Null,hog prices risen faster product prices
Tyson Foods,2019,Q2,"if product is produced for china, that product will come out of the u.s. market .",positive,0.9925825595855713,Null,Null,product china product u.s. market
Tyson Foods,2019,Q2,pork prices are expected to begin rising through Q3 and Q4 of fiscal year .,neutral,0.9888118505477905,Pricing,Null,pork prices begin Q3 Q4 of fiscal year
Tyson Foods,2019,Q2,"noel white is president, CEO & director of TYSON FOODS, Inc. he says we win by continuing to service them to the greatest extent possible .",neutral,0.9567769765853882,Null,Null,noel president CEO director TYSON FOODS Inc. win service extent
Tyson Foods,2019,Q2,the product will enter the market yet this summer on a fairly limited basis .,positive,0.994403600692749,Null,Null,product enter market summer limited basis
Tyson Foods,2019,Q2,"noel white is president, CEO & director of TYSON FOODS, Inc. ""operationally, we're performing exceedingly strong,"" he says .",neutral,0.9932761192321777,Null,Null,noel president CEO director TYSON FOODS Inc.
Tyson Foods,2019,Q2,"but the markets have risen substantially, both the hog markets as well as product markets .",neutral,0.9944387674331665,Null,Null,markets risen hog markets product markets
Tyson Foods,2019,Q2,"""as we move through Q3 into Q4 and particularly in Q1 of next year, margins will become much, much stronger,"" says white .",neutral,0.994688868522644,Null,Null,move Q3 Q4 Q1 margins become next year
Tyson Foods,2019,Q2,"noel white president, CEO & director: as we came through Q2, that was seemingly the low in the market .",negative,0.9241963028907776,Null,Null,CEO director Q2 market noel white president
