Company,Year,Quarter,Summary
The Simply Good Foods Company,2019,Q2,"if we have the financial flexibility, the results are coming in really positive, to lean in . our bar POS growth slowed sequentially from the first to the second quarter . second quarter and year-to-date results were strong with sales and profitability meaningfully greater than our long- term target . as we move into the second quarter, we will be bringing on some other manufacturers . if our business really stepped up again, we would be not have sufficient supply . media actual spend was in the mid-single digits in the first half ."
The Simply Good Foods Company,2019,Q3,"we're seeing a slight uptick in distribution this spring, but it's still well below Atkins . the company issued its earnings press release this morning at approximately 7 a.m. eastern time . distribution is up in fiscal 2019 driven by our new 30-gram protein shake and some confection items . POS growth continues to be strong and total buyers continue to grow . ""we definitely are keeping Rob Lowe, oh, we definitely will have new adjacency, flavors, marketing"" we're going to be looking at nutritional snacking assets, mostly NRIs ."
The Simply Good Foods Company,2019,Q4,"we look forward to updating on our first quarter results in January . after the end of the fourth quarter, we sold approximately 13.4 million shares of common stock . the nutrition snacking category continues to grow and outperform most center-store packaged food categories . marketing up in line with sales, promotional spending back to normal levels . buy rate improved, and it was a multiplier to our growth rate . Quest just launched their ready-to-drink shake that's in the marketplace right now . endulge products fit the profile, which is a high-fat profile for keto enthusiasts ."
The Simply Good Foods Company,2020,Q1,"we sold approximately 13.4 million shares of common stock on October 7 . if i do that well, i'll grow market share relative to the other competitors . the nice thing about Atkins has been, historically, when we bring somebody to the brand, they stay . Quest generates about half of its U.S. sales in traditional food, drug, mass and club channels . but overall, it's been good growth, kind of, mid-teen growth top line overall . there are probably 3 or 4 headwinds, and there is incremental promotional activity . atkins is under shipping POS in the first quarter, a shipments were returning to normalized inventory builds in prep for January, february, march . but we're seeing some nice gains in ACV as well . atkins has been relatively insulated from the ups and downs of distribution . they're not a terribly seasonable seasonal business, but they do have more innovation as a percentage of their sales than we do . we're targeting a net debt to adjusted EBITDA ratio of less than 3.7x by fiscal year-end of august 2020 ."
The Simply Good Foods Company,2020,Q2,"the company issued its earnings release today at approximately 7 a.m. eastern time . quest is a broader healthy lifestyle snack brand . growth across all major forms was up double digits on a percentage basis . interest income and interest expense increased $9 million due to increase in term loan balance . low household penetration of this category will be a tailwind for our business for years to come . thank you to our employees in Denver, El Segundo and around the world . net-net blew away expectations on the bar side, which would make me think you were way ahead of expectations . if you have the right product placement online, you could shift that very quickly . a fair portion of our business is snacking . the low-carb and protein-rich category is still massively underpenetrated . sports, active, performance and weight management are some of the categories that saw falloff ."
The Simply Good Foods Company,2020,Q3,"adjusted diluted EPS was $0.26, an increase of $0.06 versus the year-ago period . despite the volatility of COVID-19, we remain focused on long-term growth . lower on-the-go usage occasions, especially for our bar business, were impacting the quarter . track channel POS accounts for most of Atkins revenue but only about 55% of Quest . increase was due to Quest as legacy Atkins declined about 10% . we expect net interest expense to be $31 million to $32 million by fiscal year-end 2020 . contract manufacturers have done a phenomenal job . atkins shakes support immune health . e-comm, just because of the summer months, some of our products get shut off . if customers get concerned about in-store operations, we will dial back marketing investment . we expect net interest expense to be $31 million to $32 million by fiscal year-end 2020 ."
The Simply Good Foods Company,2020,Q4,"bar business on both brands remains pressured due to fewer on-the-go usage occasions . the company issued its earnings press release this morning at approximately 7 a.m. eastern time . private label has been taking share within ready-to-drink shake category . bar business on both brands remains pressured due to fewer on-the-go usage occasions . bars declined mid-single digits due to lower usage occasions in second half of year . e-commerce contributed about 2.6 percentage points to total Atkins brand net sales growth  trips at large mass merchants, our biggest channel, are slightly improving . despite pressures, we are gaining share in the category and in subsegments of active nutrition . atkins' new commercials aim to adjust to consumers' attitudes during the pandemic . ""we hit every key milestone in the plan. goldman skeptics think this is a sea change . mass merchant food traffic has not come back . private label has been taking share within ready-to-drink shake category . private label entry targeting 30-gram active nutrition protein products . atkins business has very little substitutability or switching with any other shakes . from the pandemic, difficult to generate trial when people aren't shopping in their normal behavior ."
The Simply Good Foods Company,2021,Q1,"atkin is off to a really strong start in C-store as well . autumn was the big shelf reset period for you, very, very successful . the company issued its earnings release this morning at approximately 7 a.m. eastern time . early consumer offtake of these new items is encouraging . overall buy rate was down versus last year, reflecting lower on-the-go usage occasions . we're pleased with the better-than-expected start to fiscal 2021 . alternative forms are an important component to the brand . iced coffee shakes and the endulge dessert bars are all off to pretty good starts . atkins is focusing on the bar business, which helps it grow household penetration . it's a great way to look at the pandemic, but it doesn't sound like sustainability concerns . overall buy rate was down versus last year, reflecting lower on-the-go usage occasions . the peanut butter cup and the lemon bar on Quest both performing well ."
The Simply Good Foods Company,2021,Q2,"yes. North America growth was driven by strong Quest volume performance . bars for both brands remain temporarily soft in major channels due to fewer on-the-go usage occasions . bars for both brands remain temporarily soft in major channels due to fewer on-the-go usage occasions . bars and shakes performance was similar to the first quarter . atkins solid e-commerce performance was offset by declines in measured channels . general mobility is a good benefit because it improves shopper traffic and in mass . we're reinstating some trade so that we'll have a bit of a margin hit . atkins has seen a dramatic falloff in people coming to the brand . new buyer growth post- COVID through the end of our fiscal year was down double  ""we did an excellent job of executing display across board pretty much across food and drug"" atkins has changed its positioning from a fast weight loss diet brand to a weight management brand ."
The Simply Good Foods Company,2021,Q3,"buy rate is down, as a percentage basis, kind of in the mid-single digits . weight management segment, which includes Atkins, increased low teens in the third quarter . net income in Q3 was $5.9 million versus $48.1 million in year-ago period . costs associated with Quest integration and restructuring were $0.4 million, $5 million lower . we expect $5 million to $6 million of CapEx in fiscal 2021, driven primarily by equipment for our new warehouse . interest expense will be about $31 million, higher than our previous forecast of about $30 million . manufacturers across the board are taking pricing as we speak . atkins is moving from fast weight loss to low-carb lifestyle weight management . indulgent brands like peanut butter cup were very strong in the quarter . the buy rate becomes very sensitive to total volume, especially when you apply it against retained buyers ."
The Simply Good Foods Company,2021,Q4,"what's been holding Atkins back is the buy rate, which is down mid-single digits . the noncash inventory purchase accounting step-up impacted full year 2020 gross margin . costs associated with integration and restructuring were $0.8 million, $4.6 million lower . atkins is repositioning itself as a low-carb lifestyle weight management expert . the noncash inventory purchase accounting step-up impacted full year 2020 gross margin . the nutritional philosophy of both brands is pretty similar . the single biggest correlation to growth has been our ability to grow buyers . the snackier consumer based on innovation and occasions that you're capturing . two aspiring professional athletes were chosen for the campaign . e-com margins are very good, but they are a little bit below our brick and mortar . Joseph E. Scalzo CEO, President & Director Thanks for your participation ."
The Simply Good Foods Company,2022,Q1,"North American net sales rose 24.5% and was primarily driven by volume . higher incentive compensation offset by lower corporate expense and integration synergies . as expected, supply chain costs were a headwind but were more than offset by our price increase . growth rate moderated somewhat due to strong performance in the year ago period . North American net sales rose 24.5% and was primarily driven by volume . we anticipate net sales growth in the first half of the year will be stronger than the second half . we think the shape of our P&L is a competitive advantage . Ensure and Boost, high protein, low carbs and sugar, source and interact very little with Atkins and Premier Protein . consumers are home more, shakes are a more usage occasions of those shakes . atkins has been steadily growing share in both consumer benefit and active nutrition subsegments . but like a duck on the water, it looks smooth, he writes, but it's not about the price . collectively, we'd expect Quest to outperform the subsegment on a sustainable basis . nutritious bars, Clif, Kind, are the third segment ."
The Simply Good Foods Company,2022,Q2,"the company repurchased $20.4 million of its common stock at an average cost of $35.68 per share . North America net sales rose 31.5% and was primarily driven by volume . no financial contracts . 2 years ago, we had leverage over 4x when we purchased Quest . ended this quarter down to 1.6x, a very comfortable place to be . atkins is run rating something like north of $20 million annualized in Nielsen right now . the real opportunity is the ability to pick up different use occasions and different need states . price increase is similar to price increase that took effect in September . hard to think about a lifestyle change when you don't feel particularly good . the consumer is up a pretty upper middle-class kind of consumer ."
The Simply Good Foods Company,2022,Q3,"buy rate remains mid-single digits below historic levels . the company repurchased $8.1 million of its common stock in the third quarter . consumer feedback indicates these megatrend will become more relevant as consumers return to more normal post-pandemic routines . a year ago, we had a very successful dessert bar confection launch . atkins and Quest are two of the most successful snack brands in the world . atkins is seeing strong growth in shakes right now, kind of mid-teens growth . customer service was solid during the quarter as supply chain team performed well ."
The Simply Good Foods Company,2022,Q4,"company repurchased $60 million of its common stock at an average cost of $33.69 . in fiscal 2023, we anticipate net interest expense to be around $25 million to $26 million . atkins has seen a steady improvement over the fourth quarter . we expect some slight margin contraction for the remainder of the year . sales growth has really outperformed the bars category by quite a large margin . the slowdown in Atkins is driven by changes in snacking and meal replacement behavior . atkins is well positioned from a value standpoint to ride through kind of the recessionary period ."
The Simply Good Foods Company,2023,Q1,"we anticipate net interest expense to be around $28 million to $30 million . atkins' brand relevance and loyalty remains strong, supported by a growing base of new and total buyers . back of the envelope math suggests sales will be up about 10% in the back half . but the current economic environment facing consumers warrants caution, we say . lifestyle consumers from a buy rate standpoint, buy at the same rate as average for Atkins . atkins has, on average, 65 items in Walmart; at last count, quest was in the 40s ."
The Simply Good Foods Company,2023,Q2,"year-ago period was impacted by the fair value change of private warrant liabilities of $12.7 million . he brings superior experience and credentials as a terrific leader to everything he does . supply chain team performed well with customer service near target levels . it's a smattering of small inflationary things, slightly worse than what we've anticipated . every surprise is a cost surprise in the opposite direction . supply chain team performed well with customer service near target levels . the team also performed well in a number of other areas of the supply chain ."
The Simply Good Foods Company,2023,Q3,"atkins is more of a lifestyle brand versus a weight management brand . atkins POS softness was primarily due to incremental programming in the year ago period . a lack of innovation on our bar business led to TDP declines on this form . if the asset is right and the price is right, M&A has a role, and we would consider higher leverage . we calculate adjusted diluted EPS as adjusted EBITDA, less interest income, interest expense and income taxes . it's now my pleasure to introduce your host, Miss Rachel Perkins . she's the first to introduce you to a new host ."
The Simply Good Foods Company,2023,Q4,"full year fiscal 2023 organic net sales increased nearly 7%. to stabilize the brand and get it through its full potential, we've developed a comprehensive revitalization plan . Adjusted EBITDA increased $11.6 million to $245.6 million . at the end of the year, the outstanding principal balance was $285million . the company conducted proprietary research with consumers on the drug to understand the impact they were having . atkins is evaluating debt paydown, share buyback and M&A opportunities . the next arrow we're pulling out in Quest [indiscernible] is marketing ."
The Simply Good Foods Company,2024,Q1,"over time, has expanded well beyond that new format, new usage occasions . the category continues to be a standout performer within brick-and-mortar and e-commerce . the seasonality of this category, January, February, March is a critical period for us . retailers are seeing that discrepancy, and they're looking for growth . over time, has expanded well beyond that new format, new usage occasions . but we're not going to overpay for anything either . non-programmatic segment of consumer base has been big growth unlock ."
The Simply Good Foods Company,2024,Q2,"the company issued an earnings release this morning at approximately 7 a.m. eastern time . the active nutrition category slowed in the first calendar quarter of the year . geoff E. Tanner CEO, President & Director yes, the category continues to show strong growth . atkins expects to return to mid-single-digit decline in second half of on atkins, what we're trying to do is replace underperforming items with innovation . atkins remains confident in the future vitality of the brand . consumers on weight loss drugs are seeking higher levels of protein to maintain muscle mass . the entire bars category has been softer of late . ""there's a battle going on with insurers,"" he tells cnn ."
TreeHouse Foods,2018,Q1,"Nicolaus & company is off to a very good start in 2018 . cnn's john sutter introduces new CEO, Steve Oakland . ""it's an understatement to say that it's a dynamic time in the packaged food industry"" the company has premium, better-for-you, natural and organic offerings . a sophisticated, employee-led, continuous improvement effort is very mature . the consensus view is that it's harder to take price as a private-label company . private label has mapped categories we like and categories that we don't . cnn's operator will hear from amit Sharma . beverages is making a bigger push into private label single-serve coffee . the category may be growing and accelerating, but private label is a big push area for them . there's an opportunity to co-pack for branded guys, for say a Smucker's or a Starbucks . real opportunity is to take inventory out of system and work on payable side . once we fully implement SAP, we have a platform for bolt-on acquisition that drives synergy ."
TreeHouse Foods,2018,Q2,"there's a little bit of a price war on the east coast of the united states . the sale of the McCann's Irish Oatmeal business to B&G Foods is a small step . low unemployment rate and competitive market conditions have made it difficult to hire back skilled labor . long term, it remains to be seen the effect Chinese tariffs will have on more than just aluminum and steel . the company sold the McCann's business to B&G . the fact that i feel comfortable doing it by the end of the year is really a testament to the organization, they can take all of that on . there is very aggressive pricing in certain markets in the u.s. right now . ""we're very confident going in and that's what's driving the [Audio Gap] in the back half"" the rest of the teams have [Audio Gap] and found ways to cover that cost . most incentive comp headwind is going to come in the back half of the year . private brands, Snacks business and Flagstone business are all very different businesses . ""audio gap"" doesn't seem to be in every aisle whether it's branded or private label ."
TreeHouse Foods,2018,Q3,"the biggest difference we're looking for next year is to avoid that significant gap . we are now facing supply shortages as well as increased shipping distances . ""we are solving operational issues and therefore, we can win,"" he said . a significant step-up in the plan's margin impact next year versus this year . it was on top of these bad service levels, and maybe it wasn't as functionally organized . we've had some wonderful wins in the last quarter . wells fargo expects to see more of a structural margin floor in the high teens this year . condiments is furthest along on its journey through plant rationalization . branded food companies have a structural problem related to market share ."
TreeHouse Foods,2019,Q1,"the decision to close the Minneapolis plant makes financial sense . we're actually in a deflationary environment there . the closure of the Minneapolis snack nuts and trail mix plant is a necessary step . the decline was largely driven by Snacks, along with some lost business in Meal Solutions . commercial and operational excellence is the most important of the 4 tenets . the bulk of the change would be -- to the full year, would be Snacks related . but we would expect improvement, dramatic improvement ex-snack sales . the fact that we brought them solutions and not just price was an enormous step forward in our commercial relationships . in the first quarter, we're up about 6% on net revenue on single serve . the contracted freight market is still inflationary . the good news is, what we planned has less risk from freight . excluding Snacks, you expect the rest of the businesses to comp flat for the third quarter . overall bid level, certainly not as high as peaks we've seen in the past . a few years ago, the bid cycle seemed more intense in terms of what was up for bid and some of the negotiations ."
TreeHouse Foods,2019,Q2,"the vast majority of the private brand opportunity is behind us now . snacks will sell snack nuts and trail mix to private equity firm for $90 million . we continue to lap volume loss and drive operating improvements through SG&A savings . the steps we've taken to focus on people and talent have been a real boost to our organization . but we think some of the untracked channels are doing very well . we expect to be closed today on the Snacks transaction, we hope, shortly . on october 3, 2022, we will discuss our results on an adjusted continuing operations basis . the results will be discussed on a ."
TreeHouse Foods,2019,Q3,"the volume declines in Baked Goods and Meal Solutions are beginning to moderate . he's a highly regarded finance and food industry veteran . lower-than-anticipated margins in the quarter were offset in part by continued SG&A discipline . the company has made incredible progress this year . it's been a year of significant structural improvement . we had soft shipments in October, but October bounced back to a normal October . higher-margin categories perform regardless of IRI or not IRI . the sales organization is now bringing us a bottoms-up plan . people are now using private label as a front page price point item . it will be televised at 9 a.m. et on tuesday ."
TreeHouse Foods,2019,Q4,"we see a fair bit of that inflation early on in the year in the freight packaging . private label is growing and presents a wonderful opportunity . we will implement full TMOS in 12 additional plants . we are building a performance-based culture at TreeHouse . we've pivoted this program from a focus on plant closures to a continuous improvement-based initiative . most of our competitors are single or very limited-category manufacturers . wells fargo is seeing competitive pressures in 12 categories . the bulk of the efficiency going forward is really going to come out of a lean deployment . complexity is like a disease, and if you're not on it all the time, it'll come back . TMOS standard cost system will reflect that better than it used to ."
TreeHouse Foods,2020,Q1,"treehousefoods' first quarter results and outlook are provided on a continuing operations basis . organic net sales growth for the Meal Prep business was up 50 basis points . we expect a bit of an FX headwind through the balance of the year due to the weaker Canadian dollar . there's going to be interdependency between these different bars . if we move around on the top-line range, we still hold firm with that thinking . ready-to-drink coffee launch was a piece of 2020 . retailers are prone to tilt in favor of larger private label suppliers . organic net sales growth for the Meal Prep business was up 50 basis points ."
TreeHouse Foods,2020,Q2,organic net sales for the Meal Prep division grew 1.8% . our leverage ratio or net debt-to-EBITDA finished below 3.4x . pricing net of commodity costs contributed $0.16 year-over-year . racial injustices and the events in the last couple of months stirred a wide range of emotions . meal prep will drive cash generation by optimizing its mix and simplifying the business . that's a really complex number to figure out . private label has pulled forward the e-commerce impact on their business . private label hasn't had a lot of time to do big resets . organic net sales for the Meal Prep division grew 1.8% .
TreeHouse Foods,2020,Q3,"private label for our categories through that period was up basically low single digits . the company announced a resegmentation of our business into 2 divisions back in february . we anticipate the transaction will be $0.20 to $0.30 accretive in the first full year after closing . sales for industrial, export and co-man grew 12%, while food away from home declined 22% . this range does anticipate both higher costs and some modest disruption . the focus for our Meal Prep division on Slide 15 is profit growth and cash flow generation . meal prep completed a new issuance of $500 million in 8-year unsecured notes . assuming that we close the transaction before the end of the year, we believe we will finish 2020 within the range of 3 to 3.5x . the recent environment has produced a series of events that haven't been seen before . but we think it's a great long- term fit . there's a carryover business loss and pricing lap . a little bit of that over-performance in the third quarter get eaten up in wages . the focus for our Meal Prep division on Slide 15 is profit growth and cash flow generation . the focus on Slide 14 is cash flow and profit growth ."
TreeHouse Foods,2020,Q4,"we expect it might ebb and flow with a particular customer or time one quarter to another . decline in Baked Goods and Meal Solutions continue to moderate . treehousefoods' fourth quarter and year-end results will be discussed on a continuing operations basis . volume fell short of our expectations, but we still delivered earnings of $1.10 . our leverage ratio as defined by our bank covenants is below 4x . this takes into account about $175 million to $200 million in carryover top line pressure . our distribution losses did not offset the gains that we expected to see . as our contracts roll off, we had deflation in 2019 . the good news is we're having those meetings with more strategic folks . the non-dairy creamer business was disrupted dramatically . this quarter, things seemed to go better right there . forward-looking statements within the meaning of the private securities law ."
TreeHouse Foods,2021,Q1,our balance sheet is solid and we have financial flexibility . ready-to-eat cereal business is on the market for a potential sale . meal prep net sales grew 0.7% versus the first quarter of 2020 . soybean oil and soybean oil basis are probably the biggest change from 3 months ago . private label is not rebuilding to levels of on-shelf presence like it was pre-pandemic . there's one place where we might have a category like red sauces that still need some help .
TreeHouse Foods,2021,Q2,"lingering COVID-related impact and a steady inflationary pressure will make for a challenging operating environment . the safe harbor statement is based on current expectations and projections . in the past 6 months, inflation has gone from a mid-single-digit increase to low double digits . the private label industry is based on actual input costs, not the forward curve . the challenge now is that we just have the wrong growth mix . as of 1Q, you still have $129 million in unremitted cash . the company's safe harbor statements are based on current expectations and projections . the safe harbor statement is subject to change without notice ."
TreeHouse Foods,2021,Q3,"we are making a conscious decision to support the customer during this difficult time . we are building inventory, which is more costly . the board has approved a plan to explore strategic alternatives . inflation across the entire complex continues . in the third quarter, we had roughly $40 million in unmet demand due to constraints . our teams will continue to work diligently to mitigate disruptions and manage through uncertainty . we are making conscious decisions to build inventory, which is more costly . customers are appreciative of the level of detail, transparency and communication . private label has more success now vis-a-vis branded offerings . if there's a disconnect between the marketplace and the public marketplace, our Board feels an obligation to review that . the transaction that would approach $2 billion would provide a great scale platform in the private label industry ."
TreeHouse Foods,2021,Q4,"our leverage at the end of the fourth quarter, net debt-to-EBITDA ended the year at 3.1x . treehousefoods, aquino vice president of investor relations, is hosting a conference call . as the pandemic took hold, the unprecedented pantry stocking was like nothing anyone had ever seen . in the fourth quarter, we delivered organic revenue of $1.17 billion [ $1.18 billion] . our historical split between 30/70 first half, second half is where we'll see this year . the pickle business was hit in '20, but that should bounce back in 21 . if vaccines happen and pandemic calms down, we expect that to get better . vaccines are not a panacea, but they are a vaccine ."
TreeHouse Foods,2022,Q1,"the underlying fundamentals for private label growth are healthy and very much intact . consumer savings rates have dipped below pre-pandemic levels as government stimulus has abated . price gap between branded and private label for TreeHouse categories has widened . refrigerated dough delivered first quarter revenue of 9%, of which 8.8% was pricing and 0. with our building blocks in place, we're on track to achieve our full year guidance . consumer dynamic isn't different, but it's the fair shift to value . plastics, edible oils, plastics and durum are all up . reconciliation of non-GAAP measures to their most direct comparable GAAP measures can be found in today's press release and appendix tables ."
TreeHouse Foods,2022,Q2,"private label also has the building blocks in place to improve profitability . barclays has been able to fulfill the extra demand in the private label segment . edible oil prices on the commodity markets are down . there are over 1,000 new hard discount European retailers that are focused on private label . with the leverage loan market so tight, most of the sponsor-led stuff is on pause ."
TreeHouse Foods,2022,Q3,"a significant portion of our Meal Preparation business was sold . the transaction represented a compelling value of 13.6x 2022 adjusted EBITDA . pricing is now pushing up to commodity inflation, consistent with lag effect . barclays is making progress in each of these areas, and we expect that to be reflected in our adjusted EBITDA margin progress next year . external headwinds in the fourth quarter are pressuring margins a little bit more than they are sales . the on-time and full from our vendors is in the low 70s right now on an aggregate . contract pack business tends to be very upscale premium branded items . some non-commodity things like casing and cornstarch have been priced aggressively this quarter . retailers are doing their best to position private label to drive trial ."
TreeHouse Foods,2022,Q4,"but we got to remember that Omicron hit North America's supply chain system incredibly hard . underlying earnings power is about $300 million in EBIT or just over $500 million on an adjusted EBITDA basis . branded pasta acquisition contributed 4.3 points of volume year-over-year . in the back half of the year, we believe that EBITDA margins will begin to approach pre-pandemic levels . private label is seeing a very steady return in the macro sense . the complexity that's inherent in our industry has affected our ability to fulfill all that demand . coffee, durum, wheats, oats, those are all up a bit ."
TreeHouse Foods,2023,Q1,"sales grew 16%, adjusted EBITDA improved nearly 150%, adjusted margin rose 530 basis points . private label is a big part of private label's value image right now . retailers are lapping price increases in the second quarter . retailers are lapping price increases in the second quarter . the lag hit retailers on the way up, so we would benefit from that lag ."
TreeHouse Foods,2023,Q2,"retailers are increasing their investments in our Snacking & Beverages categories . PNOC, pricing net of commodities, was positive once again as we continue to recover inflation . private label will be promoted in key seasonal categories this fall . retailer is doing that to send message to consumer that there is value in their store ."
TreeHouse Foods,2023,Q3,SG&A and other contributed negative $6 million versus last year due to higher costs associated with our pension and receivable sales program . we welcome the brands -- even the brand's promotional spending . the inorganic opportunities are really not that big . the absolute penny price point is the most significant it's ever been . foodservice traffic decelerated a bit towards the end of the third quarter .
TreeHouse Foods,2023,Q4,"on slide 3, we've shared the key messages we'd like you to take away from today's call . the sale of a significant portion of Meal Prep enabled us to better optimize our portfolio . a couple of retailers took pricing from manufacturers, but didn't raise it at store level . there's an occasional market on an occasional item that someone gets hot . we also had damage in a facility that couldn't get fixed . a reconciliation of non-GAAP measures to their most direct comparable measures can be found . a forecast for '23 for D&A ."
TreeHouse Foods,2024,Q4,"in 2024, we are off to a strong start with even more cost savings projects in place . the macro environment continues to be challenged by inflationary pressure . we are not assuming a return to historical consumption trends in the near term . if we exclude the $20 million impact in the first quarter from restarting the broth facility, EBITDA is still expected to be lower . stepped in and did a full recall of this business . we'll have the 3 riskiest parts of our business addressed when we finish this . frosted- sugar cookies are the best on the table . we just make the best cookies on a plate . . cookies are a great way to start the day ."
Treehouse Foods,2017,Q1,"""we exit the winter selling season with the highest margin"" reorganization has also fostered the development of a highly-skilled category of operating line and functional staff management . the most important criteria of success is whether we are better at selling . our revenue improved year-over-year by $264 million, and direct operating income grew by $21 million . private label is a complex business and simplification of our portfolio is critical . grocers are seeing reopen bidding earlier or midterm in many cases . we have to take into account the crop that's coming in, commitments to current customers . the most successful pricing we've had has been in circumstances where the cash prices openly quoted input markets are moving up . private label is taking a harder look at the shelf space allocated . the shift is moving toward those who have begun to practice category management . the biggest effect has been in the better-for-you premium private label area . millennial consumers have learned to shop for immediate convenience . the majority of it is in the snack nut category . we are building out the more attractive components of the better-for-you snacking . we are focusing on the more appealing components of a healthier snack ."
Treehouse Foods,2017,Q2,treehouse announced 3 plant closures as part of Phase 1 . we're working with all our strategic customers to help them achieve the lowest total cost . private label has returned to lead the entire single-serve beverage category .
Treehouse Foods,2017,Q3,"we've reduced our volume and mix outlook due to softness across a few large customers . this decline was more than explained by the sales of the soup and infant feeding business . beverages, condiments and snacks were the biggest drivers of the guidance revision . tight capacity and a lack of drivers are fueling freight increases . if you look back at trailing 12, we're closer to $300 million of free cashflow . ""it's not an easy industry. there are some tough trends out there"" we see value-added opportunity in both trail mix and bars . millennials going to other categories, new outlets and digital capabilities . the market is pricing in or viewing the issues as structural versus transitory . the big, big delta by far in this quarter was in coffee . the private-label share in K-Cups has flattened since June ."
Treehouse Foods,2017,Q4,"the safe harbor statement will be read at this time . in true TreeHouse fashion, we have rallied to implement a new-fashioned organization with old-fashioned resolve . lower corporate tax rate, potential elimination of interest deductibility and increases in import tariffs are some of the things that have been talked about . private brand's revenue is up year-over-year, according to a new slide . we're seeing real nice movement in almonds, cashews, pistachios, durum . that clearly imposes new cost and new regulatory regime on all of the food industry . consumer edge research's goal is to emphasize value-added components . ""it's a 3-year exercise to get all of this done. millennials are the coming economic power . this is not a 2018 and we're going to have a consolidated look at it . this isn't going to be a year of 2018 ."
Treehouse Foods,2018,Q4,"sales for the fourth quarter declined 4.3% to $1.7 billion, largely driven by the sale of the Soup and Infant Feeding business . a safe harbor statement will be read on the call at the end of the day . internally, we have undertaken a trio of related programs to return our TreeHousehold to good working order . completed the closure of Brooklyn Park and Plymouth by the end of the year . we've written off all of the Snacks division's goodwill and customer lists . private label continues to grow strongly and alternative channels are even better . ""we think coming out of the tail end of 2018 will be a more representative view of the potential of the business"" lower SG&A this year that'll even progressively improve through the year, lower amortization . incentive comp is being reset to historical levels even with EPS being down so much in 2018 . in the past, we've employed a single strategic construct . costs will generally be treated as a callout on the walk from GAAP to adjusted EPS ."
Tyson Foods,2017,Q1,"net debt-to-EBITDA for the past 12 months was 1.5x . in foodservice, we play in primarily unbranded, price-driven categories that are highly competitive . we expect it to be growing in both frozen and fresh segments . the Georgia Dock for Tyson Foods is a tempest in a teapot . customers that are affected have been switched to other methods ."
Tyson Foods,2017,Q2,"chicken is off to a very strong start in chicken for q3 . the seasonality of our business can distort our earnings from quarter to quarter . the fires in 2 of our plants cost about $0.04 in EPS and reduced volumes . overall, foodservice growth has been driven by chick size as traffic has been flat to declining for 4 consecutive quarters . prepared beef looks to be good next year as it is this year . if we look at beef prices during the quarter, they were up less than live cattle costs . we feel the second half is off to a solid start ."
Tyson Foods,2017,Q3,"the company is growing sales, growing volume and growing EPS in the high single digits . the chicken segment should benefit from our move to No Antibiotics Ever and expanded capacity in value-added products . the chicken segment should benefit from our move to No Antibiotics Ever and expanded capacity in value-added products . our approach to financial fitness will remove waste, reduce costs and focus on continuous improvement . the next question will be from goldman sachs' Adam Samuelson . the pizza season is right around the fall season, and it's sports, football and so forth . we're gaining traction in growing categories, and we want to do it in a sustainable way . we've been able to gain traction for years, and want to continue to do so ."
Tyson Foods,2017,Q4,"this call is being recorded on Monday, November 13, 2017, at 9 a.m. eastern time . in the fourth quarter, we incurred $150 million of restructuring and related charges . Core Tyson frozen fully cooked chicken sales have responded well to increased advertising . in foodservice, our chicken sales volume increased more than 10% due in part to our QSRs' customer successful limited time offers featuring chicken . we expect to record a net pretax gain as a result of their sale . mizuho's Jeremy Scott is retiring after a long career . pork capacity impact was anticipated in your guidance . we expect our business to grow, especially in value-added frozen . if you include frozen, frozen is growing heavily indexed towards Prepared ."
Tyson Foods,2018,Q1,"prepared foods delivered a record first quarter in both operating income and return on sales . more than $100 million will be paid to qualified frontline employees . we feel really strong about all of our exports continuing to be double digits over the remainder of the year . a coding error in our data set last month affected our prepackaged ground beef business . $100 million in cash bonuses planned for second quarter . the industry is still small, but exports are up and is part of that overall revenue stream ."
Tyson Foods,2018,Q2,"the team is doing an excellent job . in the second quarter, we invested $109 million in onetime bonuses for our frontline team members . there are some by-products that get exported to china in the pork complex . barclays is big on exports, and volume growth was very strong . we would love to ship more chicken to the EU for sure . based on our current projections, that's what we see . with the kind of $155 million that Tom called out, that will push us to the lower end of the EPS guidance range ."
Tyson Foods,2018,Q3,the external factors from -- that you're seeing in the back half of this year are the ones that will be the most significant . a long-term view is that we aren't going to move margins up and then not grow the business . in-store deli has a new pulled white meat rotisserie chicken product that's a labor saver . poultry is off to a bit of a slow start but improving . varying protein producers are trying to wrestle with tariff scene . external factors from -- that you're seeing in the back half of this year are the ones that will be the most significant .
Tyson Foods,2018,Q4,"based on current assumptions, we believe fiscal 29 (sic) adjusted earnings will be $5.75 to $6.10 per share . the company is focusing on value-added products, not chicken . a growing breeder flock and potential improvements in bird productivity are factors . his biggest contribution will be to profitably grow value-added businesses ."
Tyson Foods,2019,Q1,"net debt-to-adjusted EBITDA was 2.8x . rising costs for pork bellies, beef and pork trim and turkey breast are expected to present year-over-year cost increases . we'll always look to stabilize earnings within poultry itself ."
Tyson Foods,2019,Q2,"take care, and have a wonderful day, everyone . there is a distinct possibility it could come to the united states . african swine fever has the potential to change global protein production and consumption patterns . total return on sales was 6.3% for the quarter . we expect sales to grow to approximately $43 billion with the addition of Keystone . on the international basis, it solidifies the position that we have in china . a year ago, we saw lots of beef features planned for grilling season . this year, there seems to be more poultry planned than what there was last year . grain, particularly meal, could start becoming a tailwind maybe fourth quarter . there is a distinct possibility it could come to the united states ."
